51302568198,daf,183,269
51302584478,cff,30,158
51302594020,afb,188,213
51302601448,gdc,77,151
51302634682,ceg,123,289
51302646292,cdf,97,230
51302722322,ecg,116,110
51302754874,dfd,59,114
51302756814,ecc,20,211
51302769790,eed,108,227
51302843206,ada,265,50
51302851062,ded,158,6
51302856734,dcb,283,202
51302873709,fca,149,123
51302877774,adb,211,32
51302892962,afg,295,263
51302955404,ggg,83,58
51302966253,gdd,274,129
51302972818,cbf,21,117
51302986030,eea,250,271
51303037771,fae,17,20
51303086785,eca,32,26
51303096726,dbe,3,299
51303124299,gae,108,292
51303187701,eag,280,80
51303289085,eab,271,86
51303372722,gaa,61,47
51303378887,gbb,289,7
51303441880,fcf,150,173
51303446217,dfc,94,261
51303458867,fga,110,68
51303464276,fbf,255,258
51303517648,bdd,254,247
51303523814,afb,122,170
51303529193,acc,283,173
51303543272,bce,272,27
51303555229,fgd,153,165
51303587241,fag,258,253
51303612616,abc,271,29
51303652288,cbd,263,203
51303653848,gaf,178,223
51303669747,fce,19,61
51303680980,aab,277,70
51303683048,cbg,62,58
51303684883,gfd,284,225
51303691263,cge,115,8
51303724158,gag,289,278
51303739495,eff,124,97
51303748012,ceb,279,183
51303749443,ebf,157,87
51303774865,fdg,40,76
51303774985,eed,89,242
51303819386,fea,53,199
51303822781,ade,297,199
51303853095,egc,227,287
51303870478,fcf,24,148
51303907367,bdf,59,250
51303911168,ddg,90,188
51303936138,eeb,283,281
51303942829,aga,207,186
51304069947,cgc,1,184
51304114327,add,188,117
51304144441,fbb,2,56
51304146852,fae,96,19
51304147590,cgf,113,131
51304167088,geb,95,294
51304184323,ccb,71,237
51304186404,dcc,139,116
51304210600,gea,15,100
51304232431,cgc,225,180
51304233493,beb,244,90
51304234440,abb,126,136
51304276743,bge,75,210
51304278784,fee,246,169
51304285314,cad,235,222
51304287205,bba,70,255
51304289295,fde,199,214
51304326413,efc,105,204
51304328772,ccf,69,225
51304343036,gde,296,108
51304365057,gff,252,122
51304416674,fbf,200,211
51304434181,aed,131,197
51304436772,feb,269,224
51304461258,aff,23,173
51304519889,afb,154,166
51304524644,adc,287,201
51304527135,gad,137,59
51304537795,eeg,164,194
51304572717,agc,189,108
51304611169,eed,169,254
51304636005,gfc,170,129
51304644780,ace,132,96
51304650233,cgd,92,89
51304656744,faf,26,68
51304666654,aga,8,165
51304680112,cbc,12,283
51304688535,ebg,203,179
51304712981,bfa,109,237
51304717754,egd,55,185
51304752742,cdd,167,47
51304871710,gbe,30,207
51304885782,eae,177,142
51304896181,fdf,5,159
51304900092,fce,275,70
51304920550,ecb,286,250
51304932329,fbd,85,117
51304959238,aef,78,79
51304978387,afe,224,119
51305024881,aag,180,98
51305045515,acg,5,128
51305046610,gce,136,114
51305046633,baa,44,228
51305050063,fdb,250,108
51305058161,ega,237,277
51305075815,edc,299,166
51305078839,ege,2,73
51305126962,efa,17,298
51305128571,cag,13,222
51305142006,dad,61,14
51305199071,fbc,92,172
51305201484,cag,79,253
51305245788,dcf,224,73
51305276893,dae,289,156
51305286006,fae,255,22
51305294461,dab,97,21
51305295967,aaf,84,143
51305355454,fad,285,32
51305362323,efd,122,181
51305365945,gda,145,118
51305383111,abc,129,26
51305392987,gcb,122,167
51305395770,acb,127,108
51305440782,bbf,142,65
51305442285,ccb,106,203
51305446798,dba,272,135
51305468010,cbg,24,49
51305491003,abb,233,140
51305496736,cdg,233,84
51305530597,eeg,233,215
51305531030,aba,68,206
51305539333,eba,288,130
51305545533,bfe,132,202
51305562513,eda,166,33
51305580430,gdg,134,53
51305581320,afe,70,121
51305609818,fff,122,27
51305633120,bda,279,128
51305655343,egg,265,299
51305682373,gge,218,69
51305710574,agc,192,98
51305723060,cad,202,237
51305731603,dec,73,184
51305759572,aac,37,35
51305766157,eag,147,92
51305768355,bag,296,180
51305774328,aec,170,205
51305802773,dgg,208,248
51305807608,fga,75,55
51305809742,fbb,250,52
51305837778,eac,135,223
51305856669,fbg,130,186
51305861645,fdf,218,165
51305877419,acd,216,298
51305890213,bce,195,24
51305931207,aaf,28,168
51305941586,dgg,132,210
51305964551,ddd,72,7
51305987972,fdd,196,193
51305995167,daf,197,320
51306003741,ggb,221,101
51306020467,egb,7,280
51306057176,dgg,6,216
51306095533,dgb,282,241
51306116794,age,262,274
51306120794,fca,125,102
51306147367,ebf,240,92
51306159026,gca,86,212
51306161669,acg,3,147
51306170791,bdd,195,217
51306202418,ecc,285,232
51306213079,aed,95,167
51306223272,dgf,52,106
51306225031,cae,99,84
51306226686,beg,122,269
51306229253,fbb,58,61
51306251041,bfd,3,179
51306255687,gcf,16,132
51306287182,bdc,217,98
51306294639,dba,36,108
51306322837,afc,125,95
51306334232,eed,183,248
51306360445,afg,174,236
51306363208,afe,182,104
51306388641,dea,166,219
51306398124,bff,296,79
51306439478,bbe,256,267
51306464358,gec,35,211
51306471219,cba,18,254
51306473412,dca,76,285
51306504198,gbe,116,169
51306527056,bed,225,29
51306545747,aff,87,186
51306546143,ddf,142,275
51306584112,dgf,258,121
51306589464,dfe,246,20
51306692091,acb,76,105
51306692939,egc,69,275
51306707024,bag,52,172
51306707233,dad,153,15
51306714234,ggc,23,283
51306720283,ecf,147,92
51306724038,geg,147,142
51306740173,cbe,112,36
51306741717,ebc,262,91
51306743400,bdb,210,86
51306750102,ebd,289,33
51306751003,edg,197,285
51306752389,adb,288,33
51306761047,cca,238,108
51306761365,dfg,116,237
51306826737,cfe,128,270
51306843223,afd,184,155
51306861308,bde,61,145
51306874159,cfc,295,54
51306913956,dda,160,166
51306936235,ebe,242,173
51306967922,fcb,54,65
51306972232,gcc,137,115
51307001212,cga,156,89
51307021807,daa,130,87
51307048479,gab,63,169
51307057735,fdc,108,40
51307076040,bfc,83,158
51307079036,edb,267,107
51307088645,gaa,151,40
51307101297,bdf,298,257
51307111466,bbb,143,266
51307154891,aeb,124,9
51307159856,acc,173,198
51307183470,afd,12,155
51307193742,gge,152,61
51307196610,def,187,52
51307198144,cca,167,100
51307211700,aeg,271,270
51307217500,gce,272,127
51307228181,ffg,286,237
51307250556,gea,92,115
51307274943,efe,60,237
51307280621,ccd,150,211
51307291950,cgg,172,153
51307302107,fda,220,175
51307306453,cef,257,100
51307309445,ggd,218,134
51307350698,acd,172,265
51307375944,cfe,76,291
51307379846,dde,148,269
51307405745,fgf,102,63
51307412643,ede,107,77
51307426944,cab,215,110
51307430928,ccg,138,181
51307438187,cee,87,167
51307438708,fab,131,28
51307447615,bcg,117,275
51307450230,gcd,67,197
51307452743,efa,140,241
51307461824,gdf,137,240
51307466099,gcg,266,16
51307515765,cgg,187,133
51307522486,dga,3,246
51307544189,egg,56,290
51307579953,ece,175,189
51307591604,cbg,176,45
51307602243,fef,258,150
51307633378,dcg,287,246
51307642075,bbd,105,152
51307673111,ffc,299,209
51307673274,dbe,144,328
51307689887,dbg,268,106
51307702565,beg,163,285
51307702735,fac,141,159
51307725432,ecd,171,82
51307769682,ead,201,94
51307778139,cdg,122,69
51307795177,bgd,4,161
51307808475,gga,246,92
51307809260,bad,225,110
51307830129,dag,190,146
51307848042,bcd,278,67
51307861072,agf,94,139
51307877882,agg,103,159
51307889300,bac,204,19
51307898584,gca,109,245
51307903240,cac,285,85
51307912640,cef,213,95
51307936108,afg,74,191
51307961607,caf,268,247
51307998549,dcf,80,86
51308002021,gag,257,241
51308019448,gef,218,218
51308084270,dfa,1,46
51308084293,gff,163,102
51308086679,eee,290,70
51308127646,eff,278,108
51308141995,agb,45,56
51308143408,ace,3,96
51308156359,dag,127,118
51308166792,gdb,87,248
51308175275,aee,260,172
51308189737,efb,114,9
51308201883,bab,67,213
51308214663,caa,148,13
51308223851,acg,71,119
51308231544,gbd,276,173
51308247277,agc,24,91
51308260761,ggf,273,58
51308278799,bbg,91,202
51308285572,bgf,186,129
51308302648,add,74,120
51308307173,bba,212,224
51308336189,agd,271,86
51308347624,fcd,47,66
51308376666,cde,148,291
51308380655,aaa,123,219
51308415615,fgc,10,220
51308454341,dfd,212,111
51308455665,ggd,147,139
51308460598,ffd,100,153
51308467985,adf,28,265
51308468871,fgg,43,56
51308470486,gga,109,73
51308478406,cdf,287,218
51308479530,bed,4,28
51308486908,dgd,49,126
51308497830,fgg,187,64
51308499637,ebc,134,80
51308531205,caf,8,274
51308536351,egf,275,174
51308547421,edf,286,164
51308554454,cgd,19,88
51308593915,acd,214,304
51308615476,dac,237,193
51308631729,gbc,263,247
51308636387,fge,17,117
51308640267,dfe,132,21
51308644979,abf,67,155
51308651408,cec,226,223
51308671744,gbf,134,147
51308674058,ggb,191,114
51308683385,aba,32,179
51308706032,bbc,35,199
51308714770,edc,51,162
51308715648,afb,32,147
51308717430,ffe,275,107
51308725635,dge,178,129
51308754900,edd,225,87
51308782375,bcb,97,208
51308809789,fcg,2,174
51308849149,gcg,205,17
51308850099,abg,35,266
51308861886,bfg,235,38
51308888313,fcb,288,64
51308889281,cba,23,233
51308889458,dfb,78,64
51308908242,ecg,202,113
51308923259,dac,58,189
51308926853,bea,87,293
51308941326,aca,114,208
51308957852,aea,131,124
51308959606,fgb,95,5
51308960896,eeb,25,244
51308962473,gbb,43,8
51308968855,ged,269,211
51308983587,eef,145,236
51308999472,fdc,151,33
51309021939,bdc,275,110
51309027632,cgc,138,203
51309028233,gac,125,63
51309028363,afc,223,87
51309032482,bdb,189,77
51309047103,cea,5,211
51309063167,cdb,49,284
51309068264,feg,81,77
51309079871,dfc,241,240
51309081571,cfd,99,62
51309082578,gcc,87,102
51309112972,bee,69,119
51309118903,bcf,246,37
51309125989,bef,125,65
51309151621,eaa,104,7
51309164019,afd,49,175
51309164788,fec,101,53
51309189439,dfa,167,48
51309200353,ccc,180,14
51309202214,bae,275,178
51309203325,cce,264,61
51309206458,ffd,158,177
51309237846,eaf,120,87
51309238223,fag,177,222
51309240012,bee,265,115
51309251690,fdb,221,114
51309269088,cee,75,143
51309273729,bda,171,125
51309283328,bga,200,123
51309286576,ffb,157,180
51309295525,ebb,110,200
51309296483,fag,91,210
51309308679,gfa,110,163
51309336186,gfe,19,39
51309343556,cge,33,7
51309359279,eea,21,298
51309367607,dee,121,287
51309376990,dea,257,225
51309381072,dce,251,51
51309419317,gce,90,138
51309434398,gbg,159,281
51309439864,ddb,155,69
51309442176,cad,26,210
51309444106,cfb,61,72
51309461642,gdd,217,130
51309464325,bec,30,191
51309466721,efg,253,87
51309518733,fcc,107,119
51309525551,bca,253,196
51309527374,gbc,248,279
51309534235,eeb,154,244
51309539559,gbe,236,179
51309539791,dfd,167,111
51309540746,add,211,130
51309543347,cfd,204,72
51309548708,cdc,116,188
51309581613,faa,2,146
51309587554,ddc,74,285
51309595969,bcc,67,248
51309602953,fbe,104,235
51309613158,baf,158,73
51309635832,dgc,72,327
51309644990,daf,25,284
51309666266,gae,112,344
51309666733,gba,10,208
51309668346,dbd,78,152
51309669338,abb,236,113
51309673706,cfa,297,63
51309692794,cda,88,21
51309703711,bgc,189,146
51309709261,age,168,271
51309713452,gfb,219,24
51309743924,gfg,240,186
51309762827,cgb,126,32
51309783798,bcc,97,255
51309784542,dff,254,214
51309802965,deg,128,140
51309810933,gdc,210,138
51309810947,cbd,252,207
51309820627,gee,106,26
51309830592,cee,56,148
51309837670,afa,195,161
51309849080,cfg,197,273
51309857950,dbb,66,78
51309866228,bdg,268,319
51309881222,dcb,91,161
51309893952,eec,185,220
51309898593,fed,12,212
51309929003,dfb,152,70
51309934485,dfe,17,22
51309942245,abd,131,132
51309942532,cbb,292,42
51309960095,adg,155,242
51309968570,fba,295,24
51309980223,dbf,8,202
51309980317,dbf,85,169
51309989609,ffa,130,182
51309996456,abe,195,236
51309998629,bfb,180,202
51310005836,afc,6,78
51310019988,gdd,79,115
51310020744,caf,71,221
51310025858,bbc,120,232
51310028566,cge,137,7
51310050352,feb,231,255
51310106851,cba,14,193
51310124163,ced,39,219
51310131344,agc,98,86
51310167922,egd,268,185
51310188184,ddf,123,283
51310198781,gbg,170,247
51310211450,ecd,214,80
51310221594,aae,215,98
51310223054,acd,215,279
51310223270,gae,174,340
51310229538,cfc,132,50
51310235814,dcb,44,172
51310272929,cbc,212,277
51310279416,eae,200,134
51310289230,bde,36,169
51310289308,cff,177,178
51310327056,ebe,199,192
51310351744,ceb,253,208
51310399662,aag,212,87
51310424192,fea,298,191
51310428307,ege,39,66
51310428862,dbc,154,249
51310429808,gaf,129,256
51310455783,dae,148,151
51310472381,fag,26,247
51310493792,fgd,109,156
51310514273,fgd,105,165
51310517637,adc,214,213
51310557005,efb,202,8
51310650830,gfc,225,104
51310696723,eaa,261,6
51310698781,bcc,109,224
51310710137,fge,216,109
51310725282,eba,68,136
51310769615,eab,248,78
51310780207,efd,252,144
51310784841,acf,13,305
51310794623,gba,51,232
51310820436,afa,285,149
51310824603,eee,43,64
51310826763,fac,65,149
51310833400,dac,109,221
51310861881,gba,44,248
51310863072,ggd,65,126
51310871279,gbd,160,169
51310876022,gbg,199,214
51310889462,bgb,71,235
51310898763,ccf,199,263
51310952422,bgb,13,213
51310963839,dcb,131,187
51310966947,ebb,92,220
51310980389,ece,115,190
51310985322,deb,88,96
51310996555,fge,93,110
51311007037,dcf,237,81
51311032733,efc,26,228
51311053446,daf,163,281
51311084120,fbf,97,225
51311108373,bgg,36,75
51311133127,bac,171,21
51311135566,fad,280,34
51311148725,fga,216,47
51311151197,gcb,167,173
51311161369,geb,118,302
51311165203,dcf,162,75
51311167018,egb,236,288
51311175846,fde,179,171
51311214218,bfd,210,157
51311221764,aad,99,115
51311229287,cfc,158,50
51311249588,bad,264,111
51311260695,cfc,190,46
51311276737,fdc,202,28
51311285633,ggd,35,138
51311338760,dca,121,304
51311353372,cce,216,61
51311374566,gfb,232,24
51311379929,ced,192,260
51311384566,ged,269,194
51311395298,ebf,72,80
51311433440,fce,56,57
51311435905,fab,59,30
51311470405,ecc,91,192
51311504118,cdd,253,47
51311540804,eef,259,205
51311561325,edd,90,101
51311566717,edg,43,230
51311617925,fab,141,24
51311627057,gba,54,200
51311643531,ecd,40,90
51311653352,bde,161,140
51311668999,cbd,283,242
51311701257,dbf,73,196
51311703425,ccc,47,12
51311712569,ecb,203,220
51311717752,ddd,129,5
51311720063,gdg,207,60
51311746582,dgb,261,195
51311772996,eff,251,105
51311785889,fbe,217,253
51311805046,ccb,256,168
51311824257,cbc,140,307
51311827420,dba,167,89
51311830363,fbd,199,94
51311831927,bcb,220,201
51311837019,gda,284,135
51311863219,fdg,198,88
51311865078,edg,293,257
51311887137,abc,292,22
51311888884,aab,244,67
51311914008,bfa,64,220
51311934647,fdf,182,166
51311985471,gcb,44,190
51312016852,eed,284,213
51312018615,afd,170,157
51312028090,dec,138,189
51312049146,gcd,12,169
51312054914,bea,273,336
51312071507,aaf,59,194
51312077804,fcb,127,68
51312084546,ccg,45,161
51312091809,fcg,271,201
51312100834,gfe,39,36
51312153273,bad,232,89
51312166388,geb,238,302
51312181572,ade,262,177
51312219033,cbg,222,47
51312223961,fge,204,115
51312242838,dcc,28,128
51312244722,ceg,163,338
51312259063,dcd,27,255
51312276653,cae,282,77
51312285298,fca,210,108
51312310531,dfb,111,70
51312313553,deg,29,124
51312326656,eaa,138,5
51312334090,gdf,99,266
51312336695,dbg,126,85
51312359677,fdd,60,181
51312371363,bda,32,108
51312387597,gee,21,27
51312387626,dca,229,328
51312389089,cag,217,202
51312395326,edc,279,171
51312408688,bed,105,31
51312411187,fef,162,175
51312412205,edb,223,93
51312415053,dae,124,143
51312416761,cdd,36,47
51312426201,eca,208,30
51312439736,daa,62,78
51312442628,ggg,221,58
51312443151,bbg,180,220
51312467889,abb,240,111
51312468874,efa,184,238
51312471085,gbb,52,6
51312472348,cbf,157,124
51312483464,fcf,216,148
51312500964,aff,152,172
51312513437,cga,252,83
51312540686,ada,230,52
51312576560,gbf,257,173
51312585106,ccb,265,193
51312600681,aba,123,148
51312609373,aga,27,140
51312618224,baa,48,246
51312624997,cab,272,100
51312643611,cce,197,54
51312649938,gec,7,196
51312697157,edd,240,95
51312701895,bbe,175,216
51312702145,abb,299,122
51312705133,fgf,243,62
51312819157,ded,26,5
51312826029,fff,295,31
51312829155,eee,6,52
51312839087,cge,172,6
51312845487,bgg,78,65
51312865370,ace,275,99
51312867786,eed,227,204
51312895723,faf,44,59
51312897105,afa,207,172
51312969832,fdc,262,30
51312971100,dgd,26,112
51312986674,gdb,130,290
51312992069,gba,152,216
51312993393,bfc,222,132
51313006205,ddc,199,336
51313015930,bdb,183,83
51313022137,cdc,38,184
51313022881,agd,18,102
51313033116,bfg,224,36
51313086278,fda,83,155
51313088214,ebd,195,35
51313093641,cde,236,302
51313095151,eca,158,33
51313096676,fcc,165,138
51313110617,dda,70,192
51313135820,caf,289,225
51313137482,fee,44,192
51313148167,bbc,84,248
51313152054,ece,79,214
51313165481,gec,6,176
51313177215,fbg,1,197
51313179087,gad,247,68
51313203327,bfg,116,28
51313206016,cdf,142,255
51313218519,efg,258,77
51313227822,aaa,4,245
51313249435,acb,276,106
51313307093,dbb,29,91
51313311941,gef,72,198
51313317515,bcg,106,255
51313361880,dca,120,298
51313365086,gff,74,109
51313366954,beg,55,265
51313369812,ffg,285,251
51313381874,aae,161,95
51313383280,dfg,205,232
51313397142,dfa,186,53
51313401799,bee,281,135
51313403139,cea,82,236
51313453727,agg,97,182
51313459884,dbc,152,273
51313468450,dbe,151,318
51313473629,aee,143,199
51313496357,fbd,95,109
51313500903,bgg,35,52
51313517532,fac,106,151
51313524598,eag,287,82
51313533266,eda,243,30
51313563593,gfd,218,222
51313578960,ccg,17,133
51313634530,ecb,20,217
51313657275,eda,85,30
51313669531,dcg,186,241
51313722260,dbb,277,102
51313723491,gde,198,95
51313734097,aac,45,29
51313745102,ddg,107,195
51313747956,cga,137,66
51313755980,dfc,187,232
51313762129,aec,279,229
51313766227,eec,114,242
51313775067,bfe,97,230
51313781409,cfg,60,240
51313808378,ccd,29,223
51313852100,ebb,149,209
51313856590,agb,54,48
51313862718,fag,112,286
51313863701,bcd,56,58
51313867247,dge,200,132
51313869276,edf,25,165
51313891634,bcf,80,37
51313908668,aea,8,102
51313917718,gcd,122,170
51313927977,gaf,67,286
51313933731,beb,55,92
51313935655,bag,290,201
51313957509,adb,63,37
51313968263,cgf,286,151
51313971596,bed,280,27
51313975454,eac,190,207
51313993566,dee,257,229
51314009867,ddd,21,5
51314017702,efe,49,241
51314026828,aab,250,63
51314079806,adg,259,205
51314102252,bgb,204,236
51314117607,gaa,202,36
51314123462,bge,250,235
51314145312,ebg,165,159
51314157226,bgg,94,60
51314173416,dde,287,317
51314178512,gbb,136,5
51314191484,egf,101,139
51314211708,bdd,96,193
51314230033,eda,52,24
51314245473,bfb,93,230
51314249234,bce,247,23
51314250977,fdd,77,213
51314263359,dgb,186,224
51314272129,bae,30,156
51314297441,cbe,175,30
51314299252,baf,175,66
51314303133,ead,186,104
51314307758,aef,251,72
51314319712,gfb,93,24
51314348611,bac,41,20
51314349220,aeb,293,9
51314364244,fgg,272,54
51314380178,cee,104,155
51314381672,eeg,299,204
51314387689,ggf,71,62
51314416895,dgc,238,274
51314469210,bbf,143,58
51314472211,eeb,149,244
51314495176,cca,242,97
51314518351,agc,246,70
51314532246,afg,122,215
51314539232,fae,114,25
51314545353,bfa,263,233
51314546293,fag,220,234
51314550459,ceg,244,321
51314583441,bff,79,91
51314629579,fea,92,175
51314643951,gbf,161,160
51314648064,abg,184,292
51314667077,dbf,190,160
51314672882,gcf,19,105
51314684523,aga,238,163
51314689138,daf,269,255
51314690843,eef,123,200
51314697158,ddf,235,333
51314711505,fad,263,35
51314737778,baa,170,260
51314738355,dff,46,226
51314752766,dcf,192,60
51314766691,aff,38,139
51314768916,afe,231,99
51314778493,fgg,68,58
51314801566,fbc,49,144
51314802640,fgb,182,5
51314824000,abf,233,172
51314852161,fab,206,24
51314864977,ega,256,249
51314871674,bfb,189,197
51314891991,adf,64,296
51314897236,ffc,254,171
51314898070,fbb,182,59
51314898135,cdf,101,298
51314927629,gdg,293,63
51314978805,gfc,286,101
51314984114,gga,294,76
51314990735,aee,76,199
51315000023,efd,90,155
51315019671,caf,141,184
51315073366,eae,238,131
51315110533,fec,112,59
51315112626,cac,93,79
51315114368,dab,15,18
51315135425,ggc,106,263
51315143204,bga,71,120
51315143536,ggb,184,129
51315159034,gbe,36,191
51315163250,geg,30,143
51315175474,ddg,154,204
51315179780,gcb,221,205
51315191145,cfg,263,266
51315223718,cff,214,169
51315226340,gdd,90,131
51315229406,cec,266,220
51315241291,dda,292,153
51315277549,def,168,58
51315280992,acg,130,123
51315295610,bef,251,67
51315330654,ccg,214,156
51315338812,ebc,166,93
51315356743,ada,19,57
51315383894,bbd,102,126
51315402066,gad,175,70
51315411697,dgb,295,201
51315423235,fec,11,63
51315454647,dad,253,15
51315520798,dce,100,49
51315535900,dgb,29,237
51315566081,cgb,290,30
51315577760,fgd,90,143
51315579470,aed,121,148
51315586339,egg,32,304
51315595036,aea,36,108
51315610603,eaa,249,5
51315614188,fdf,62,154
51315616495,dgg,177,257
51315631491,egf,147,162
51315633515,eba,171,153
51315635283,cgg,205,156
51315640217,agb,268,42
51315656604,ceg,40,369
51315684854,fcc,141,117
51315685804,dbe,37,324
51315686055,bgd,253,130
51315708397,aca,195,195
51315713948,ebc,107,79
51315726263,gbe,135,217
51315729818,caa,212,12
51315766471,cgd,65,83
51315782186,bab,266,215
51315783821,cbd,152,239
51315794428,deb,68,84
51315813068,cdd,83,53
51315820454,bad,163,83
51315832541,afc,238,76
51315872298,bcd,91,48
51315881576,dgf,238,130
51315883531,agb,141,44
51315887726,afb,201,133
51315902236,ebd,190,40
51315904542,ccb,137,227
51315912418,bcf,180,37
51315913828,gfa,209,156
51315926875,gag,100,212
51315934815,cfe,202,258
51315947879,aab,105,70
51315950645,bec,186,212
51315950820,dag,111,95
51315971801,ffe,30,109
51315983203,bba,234,235
51316014211,cgd,121,87
51316019172,bbb,160,223
51316028942,gbg,98,171
51316053208,gac,268,66
51316072533,gab,189,189
51316090723,bfg,32,24
51316095394,bba,205,237
51316124004,dfa,61,43
51316165664,cbb,227,44
51316171906,aaf,292,194
51316200948,eea,258,306
51316214479,gbf,282,177
51316261004,gdf,50,223
51316264589,fdg,152,74
51316269465,ddf,149,289
51316295688,caf,231,147
51316305216,fff,66,35
51316312181,gge,205,60
51316314276,fda,294,141
51316341687,aaa,296,210
51316344936,gea,65,115
51316385833,gac,62,56
51316397055,eda,43,27
51316426614,egc,20,269
51316428018,cag,242,226
51316460207,bed,45,27
51316462153,aeg,203,261
51316488388,fge,259,128
51316488505,aba,106,142
51316490712,eaf,88,73
51316492377,eee,169,49
51316494532,fcg,75,215
51316510906,bca,122,176
51316511428,cba,71,187
51316516659,cdg,255,57
51316522820,gaa,147,39
51316532446,abd,235,157
51316545372,fce,133,65
51316559652,ecf,228,97
51316577476,bcc,89,244
51316600512,ffb,65,183
51316613615,afb,35,136
51316634495,fae,121,23
51316656415,ceb,238,183
51316657565,fbg,166,228
51316668734,feg,229,62
51316685293,dcg,99,238
51316697836,ddc,81,359
51316705366,faa,201,166
51316706491,gad,117,70
51316732368,eab,145,66
51316747225,eba,149,157
51316791249,acc,144,194
51316795341,fgc,169,242
51316810325,ecg,279,131
51316864172,bdf,279,218
51316866741,abe,259,202
51316870738,gae,266,387
51316882864,ede,101,71
51316888637,bbf,269,67
51316934862,dga,264,243
51316937211,gca,299,210
51316979485,bgf,74,118
51316994182,agg,197,167
51317013991,dcb,246,160
51317020650,gbc,156,251
51317025711,ffg,266,298
51317044588,fcf,49,146
51317049247,ggd,256,131
51317055713,fee,282,180
51317103453,bcd,53,50
51317113243,eae,121,140
51317226330,cdc,104,185
51317267265,ada,270,47
51317272900,fca,191,126
51317296309,fcf,197,151
51317297381,gcf,124,109
51317300097,beg,129,307
51317303302,fdf,148,132
51317304993,acf,40,277
51317307504,ffd,63,187
51317334304,bab,200,230
51317334635,fga,111,46
51317352689,gfe,144,41
51317357664,gef,69,231
51317370008,aag,1,96
51317410621,afa,268,196
51317423477,afb,136,127
51317438800,eee,284,46
51317449150,edd,221,95
51317450517,adb,169,43
51317455601,gcg,105,13
51317456255,bfb,286,165
51317508319,agf,152,122
51317519772,cde,293,311
51317534783,aga,59,140
51317545059,egb,289,331
51317549084,bdf,226,255
51317553242,bfc,257,130
51317565594,adb,134,34
51317587100,aaf,59,223
51317590822,eaa,160,5
51317592479,cgg,185,141
51317606868,dbb,216,96
51317672872,dbb,105,107
51317683623,bgc,27,125
51317686647,eab,152,54
51317717695,dcd,133,300
51317729523,aff,278,152
51317749109,dda,3,154
51317755466,cag,250,248
51317772003,bga,244,142
51317776097,gfb,236,24
51317800416,bae,190,179
51317816224,ebc,100,80
51317827220,bae,242,198
51317830714,ecc,262,153
51317838912,fcd,279,53
51317864860,gfb,219,21
51317868542,ggc,189,218
51317881437,ead,238,100
51317883195,dfd,170,97
51317883721,efb,92,8
51317884608,eef,285,210
51317903185,cgf,245,141
51317904173,cef,285,79
51317917728,dbe,151,285
51317943285,gga,269,80
51317978023,cad,296,237
51318003727,ffa,72,151
51318015271,fgf,176,67
51318020177,cda,161,17
51318031741,fda,112,131
51318033021,bdd,44,227
51318040902,eed,21,199
51318058165,gda,32,120
51318060741,fgg,242,66
51318080650,fga,167,43
51318092423,bde,99,156
51318100569,cad,3,229
51318105029,dbd,22,152
51318117931,def,177,47
51318121107,age,144,273
51318156545,cfa,120,59
51318162423,bdg,22,373
51318164381,gbd,104,199
51318167225,dfb,75,61
51318173237,bfa,289,263
51318174737,dff,226,255
51318180309,fdb,207,108
